"","Var2","value","depth"
"818","314014.cnv",0.8402,19
"819","314014.cnv",0.868,20
"820","314014.cnv",0.864,21
"821","314014.cnv",0.8695,22
"822","314014.cnv",0.9213,23
"823","314014.cnv",0.9774,24
"824","314014.cnv",1.0229,25
"825","314014.cnv",1.0991,26
"826","314014.cnv",1.3041,27
"827","314014.cnv",1.6692,28
"828","314014.cnv",1.6939,29
"829","314014.cnv",1.6455,30
"830","314014.cnv",1.6066,31
"831","314014.cnv",1.5168,32
"832","314014.cnv",1.393,33
"833","314014.cnv",1.4012,34
"834","314014.cnv",1.429,35
"835","314014.cnv",1.2755,36
"836","314014.cnv",1.3513,37
"837","314014.cnv",1.2167,38
"838","314014.cnv",1.0858,39
"839","314014.cnv",0.8964,40
"840","314014.cnv",0.7482,41
"841","314014.cnv",0.7607,42
"842","314014.cnv",0.8538,43
"843","314014.cnv",0.9179,44
"844","314014.cnv",0.87,45
"845","314014.cnv",0.7924,46
"846","314014.cnv",0.7172,47
"847","314014.cnv",0.6759,48
"848","314014.cnv",0.656,49
"849","314014.cnv",0.5825,50
"850","314014.cnv",0.6062,51
"851","314014.cnv",0.5635,52
"852","314014.cnv",0.5094,53
"853","314014.cnv",0.505,54
"854","314014.cnv",0.4078,55
"855","314014.cnv",0.34,56
"856","314014.cnv",0.2708,57
"857","314014.cnv",0.1929,58
"858","314014.cnv",0.1644,59
"859","314014.cnv",0.1692,60
"860","314014.cnv",0.2005,61
"861","314014.cnv",0.2075,62
"862","314014.cnv",0.2161,63
"863","314014.cnv",0.1655,64
"864","314014.cnv",0.1434,65
"865","314014.cnv",0.1043,66
"866","314014.cnv",0.0841,67
"867","314014.cnv",0.0895,68
"868","314014.cnv",0.0736,69
"869","314014.cnv",0.0582,70
"870","314014.cnv",0.0428,71
"871","314014.cnv",0.0314,72
"872","314014.cnv",0.0244,73
"873","314014.cnv",0.0187,74
"874","314014.cnv",-0.0046,75
"875","314014.cnv",-0.0061,76
"876","314014.cnv",-0.0011,77
"877","314014.cnv",-0.0025,78
"878","314014.cnv",-0.0156,79
"879","314014.cnv",-0.0326,80
"880","314014.cnv",-0.0503,81
"881","314014.cnv",-0.0201,82
"882","314014.cnv",-0.0321,83
"883","314014.cnv",-0.0454,84
"884","314014.cnv",-0.0467,85
"885","314014.cnv",-0.0397,86
"886","314014.cnv",-0.04,87
"887","314014.cnv",-0.0481,88
"888","314014.cnv",-0.0617,89
"889","314014.cnv",-0.0624,90
"890","314014.cnv",-0.0517,91
"891","314014.cnv",-0.0463,92
"892","314014.cnv",-0.0395,93
"893","314014.cnv",-0.0504,94
"894","314014.cnv",-0.059,95
"895","314014.cnv",-0.0384,96
"896","314014.cnv",-0.0455,97
"897","314014.cnv",-0.0519,98
"898","314014.cnv",-0.0527,99
"899","314014.cnv",-0.06,100
"900","314014.cnv",-0.0424,101
"901","314017.cnv",0.4193,2
"902","314017.cnv",0.4748,3
"903","314017.cnv",0.3816,4
"904","314017.cnv",0.4242,5
"905","314017.cnv",0.3309,6
"906","314017.cnv",0.323,7
"907","314017.cnv",0.3764,8
"908","314017.cnv",0.3719,9
"909","314017.cnv",0.2864,10
"910","314017.cnv",0.3865,11
"911","314017.cnv",0.2289,12
"912","314017.cnv",0.2648,13
"913","314017.cnv",0.4238,14
"914","314017.cnv",0.478,15
"915","314017.cnv",0.5594,16
"916","314017.cnv",0.6385,17
"917","314017.cnv",0.6983,18
"918","314017.cnv",0.8637,19
"919","314017.cnv",1.2171,20
"920","314017.cnv",1.3089,21
"921","314017.cnv",1.3675,22
"922","314017.cnv",1.4055,23
"923","314017.cnv",1.3514,24
"924","314017.cnv",1.2613,25
"925","314017.cnv",1.2353,26
"926","314017.cnv",1.1685,27
"927","314017.cnv",1.1154,28
"928","314017.cnv",1.0141,29
"929","314017.cnv",0.9433,30
"930","314017.cnv",0.9943,31
"931","314017.cnv",0.9234,32
"932","314017.cnv",0.734,33
"933","314017.cnv",0.619,34
"934","314017.cnv",0.5447,35
"935","314017.cnv",0.4574,36
"936","314017.cnv",0.3832,37
"937","314017.cnv",0.2957,38
"938","314017.cnv",0.2372,39
"939","314017.cnv",0.189,40
"940","314017.cnv",0.1474,41
"941","314017.cnv",0.1519,42
"942","314017.cnv",0.1256,43
"943","314017.cnv",0.1179,44
"944","314017.cnv",0.0871,45
"945","314017.cnv",0.0775,46
"946","314017.cnv",0.0812,47
"947","314017.cnv",0.0619,48
"948","314017.cnv",0.0701,49
"949","314017.cnv",0.0746,50
"950","314017.cnv",0.0582,51
"951","314017.cnv",0.0581,52
"952","314017.cnv",0.0514,53
"953","314017.cnv",0.0349,54
"954","314017.cnv",0.0238,55
"955","314017.cnv",0.0317,56
"956","314017.cnv",0.0557,57
"957","314017.cnv",0.0225,58
"958","314017.cnv",0.0191,59
"959","314017.cnv",0.0395,60
"960","314017.cnv",0.0174,61
"961","314017.cnv",0.0185,62
"962","314017.cnv",0.0168,63
"963","314017.cnv",9e-04,64
"964","314017.cnv",-0.0209,65
"965","314017.cnv",-0.0164,66
"966","314017.cnv",-0.0267,67
"967","314017.cnv",-0.0386,68
"968","314017.cnv",-0.0296,69
"969","314017.cnv",-0.02,70
"970","314017.cnv",-0.0198,71
"971","314017.cnv",-0.0151,72
"972","314017.cnv",-0.0279,73
"973","314017.cnv",-0.0312,74
"974","314017.cnv",-0.034,75
"975","314017.cnv",-0.0213,76
"976","314017.cnv",-0.0257,77
"977","314017.cnv",-0.0274,78
"978","314017.cnv",-0.0499,79
"979","314017.cnv",-0.0426,80
"980","314017.cnv",-0.0416,81
"981","314017.cnv",-0.0409,82
"982","314017.cnv",-0.0662,83
"983","314017.cnv",-0.07,84
"984","314017.cnv",-0.0532,85
"985","314017.cnv",-0.047,86
"986","314017.cnv",-0.0522,87
"987","314017.cnv",-0.0638,88
"988","314017.cnv",-0.0616,89
"989","314017.cnv",-0.0393,90
"990","314017.cnv",-0.0278,91
"991","314017.cnv",-0.0645,92
"992","314017.cnv",-0.0523,93
"993","314017.cnv",-0.0531,94
"994","314017.cnv",-0.0561,95
"995","314017.cnv",-0.0519,96
"996","314017.cnv",-0.0637,97
"997","314017.cnv",-0.0735,98
"998","314017.cnv",-0.0607,99
"999","314017.cnv",-0.0556,100
"1000","314017.cnv",-0.0602,101
"1001","314018.cnv",0.2057,2
"1002","314018.cnv",0.1776,3
"1003","314018.cnv",0.1874,4
"1004","314018.cnv",0.1665,5
"1005","314018.cnv",0.1636,6
"1006","314018.cnv",0.1705,7
"1007","314018.cnv",0.1772,8
"1008","314018.cnv",0.1488,9
"1009","314018.cnv",0.1979,10
"1010","314018.cnv",0.2686,11
"1011","314018.cnv",0.3021,12
"1012","314018.cnv",0.2012,13
"1013","314018.cnv",0.2265,14
"1014","314018.cnv",0.2743,15
"1015","314018.cnv",0.2585,16
"1016","314018.cnv",0.2831,17
"1017","314018.cnv",0.3258,18
"1018","314018.cnv",0.3703,19
"1019","314018.cnv",0.4304,20
"1020","314018.cnv",0.5201,21
"1021","314018.cnv",0.5887,22
"1022","314018.cnv",0.7055,23
"1023","314018.cnv",0.8442,24
"1024","314018.cnv",1.0171,25
"1025","314018.cnv",1.1109,26
"1026","314018.cnv",1.1764,27
"1027","314018.cnv",1.2269,28
"1028","314018.cnv",1.1597,29
"1029","314018.cnv",1.04,30
"1030","314018.cnv",0.8982,31
"1031","314018.cnv",0.753,32
"1032","314018.cnv",0.7436,33
"1033","314018.cnv",0.5909,34
"1034","314018.cnv",0.5519,35
"1035","314018.cnv",0.4994,36
"1036","314018.cnv",0.4925,37
"1037","314018.cnv",0.5337,38
"1038","314018.cnv",0.4178,39
"1039","314018.cnv",0.394,40
"1040","314018.cnv",0.3792,41
"1041","314018.cnv",0.3271,42
"1042","314018.cnv",0.302,43
"1043","314018.cnv",0.2739,44
"1044","314018.cnv",0.2845,45
"1045","314018.cnv",0.2665,46
"1046","314018.cnv",0.2745,47
"1047","314018.cnv",0.2779,48
"1048","314018.cnv",0.2422,49
"1049","314018.cnv",0.1695,50
"1050","314018.cnv",0.1806,51
"1051","314018.cnv",0.1705,52
"1052","314018.cnv",0.1597,53
"1053","314018.cnv",0.1562,54
"1054","314018.cnv",0.1366,55
"1055","314018.cnv",0.1115,56
"1056","314018.cnv",0.0873,57
"1057","314018.cnv",0.0631,58
"1058","314018.cnv",0.0585,59
"1059","314018.cnv",0.0784,60
"1060","314018.cnv",0.0284,61
"1061","314018.cnv",0.0206,62
"1062","314018.cnv",0.0176,63
"1063","314018.cnv",0.0061,64
"1064","314018.cnv",-0.004,65
"1065","314018.cnv",-0.0011,66
"1066","314018.cnv",-0.0162,67
"1067","314018.cnv",-0.0172,68
"1068","314018.cnv",-0.016,69
"1069","314018.cnv",-0.0043,70
"1070","314018.cnv",-0.0203,71
"1071","314018.cnv",-0.0168,72
"1072","314018.cnv",-0.0214,73
"1073","314018.cnv",-0.0137,74
"1074","314018.cnv",-0.0054,75
"1075","314018.cnv",0.0016,76
"1076","314018.cnv",-0.003,77
"1077","314018.cnv",-0.0026,78
"1078","314018.cnv",0.0028,79
"1079","314018.cnv",0.0041,80
"1080","314018.cnv",-0.0015,81
"1081","314018.cnv",-0.0147,82
"1082","314018.cnv",-0.0144,83
"1083","314018.cnv",-0.0051,84
"1084","314018.cnv",-0.0109,85
"1085","314018.cnv",-0.0083,86
"1086","314018.cnv",-0.0137,87
"1087","314018.cnv",-0.0151,88
"1088","314018.cnv",-0.0182,89
"1089","314018.cnv",-0.0315,90
"1090","314018.cnv",-0.0396,91
"1091","314018.cnv",-0.0317,92
"1092","314018.cnv",-0.0516,93
"1093","314018.cnv",-0.0196,94
"1094","314018.cnv",-0.0479,95
"1095","314018.cnv",-0.04,96
"1096","314018.cnv",-0.047,97
"1097","314018.cnv",-0.073,98
"1098","314018.cnv",-0.0424,99
"1099","314018.cnv",-0.0396,100
"1100","314018.cnv",-0.0323,101
"1101","314019.cnv",0.1665,2
"1102","314019.cnv",0.2106,3
"1103","314019.cnv",0.1942,4
"1104","314019.cnv",0.1954,5
"1105","314019.cnv",0.1991,6
"1106","314019.cnv",0.2067,7
"1107","314019.cnv",0.2517,8
"1108","314019.cnv",0.1986,9
"1109","314019.cnv",0.1908,10
"1110","314019.cnv",0.2749,11
"1111","314019.cnv",0.281,12
"1112","314019.cnv",0.2847,13
"1113","314019.cnv",0.3671,14
"1114","314019.cnv",0.4284,15
"1115","314019.cnv",0.5185,16
"1116","314019.cnv",0.5461,17
"1117","314019.cnv",0.6887,18
"1118","314019.cnv",0.8835,19
"1119","314019.cnv",1.1106,20
"1120","314019.cnv",1.2238,21
"1121","314019.cnv",1.3349,22
"1122","314019.cnv",1.527,23
"1123","314019.cnv",1.6743,24
"1124","314019.cnv",1.7222,25
"1125","314019.cnv",1.7146,26
"1126","314019.cnv",1.7217,27
"1127","314019.cnv",1.7208,28
"1128","314019.cnv",1.5268,29
"1129","314019.cnv",1.4659,30
"1130","314019.cnv",1.3193,31
"1131","314019.cnv",1.2334,32
"1132","314019.cnv",1.1857,33
"1133","314019.cnv",1.0503,34
"1134","314019.cnv",0.9371,35
"1135","314019.cnv",0.77,36
"1136","314019.cnv",0.6738,37
"1137","314019.cnv",0.6115,38
"1138","314019.cnv",0.5264,39
"1139","314019.cnv",0.5118,40
"1140","314019.cnv",0.4276,41
"1141","314019.cnv",0.3729,42
"1142","314019.cnv",0.346,43
"1143","314019.cnv",0.3307,44
"1144","314019.cnv",0.2737,45
"1145","314019.cnv",0.2866,46
"1146","314019.cnv",0.243,47
"1147","314019.cnv",0.2105,48
"1148","314019.cnv",0.1691,49
"1149","314019.cnv",0.1561,50
"1150","314019.cnv",0.1297,51
"1151","314019.cnv",0.1208,52
"1152","314019.cnv",0.1253,53
"1153","314019.cnv",0.1334,54
"1154","314019.cnv",0.1209,55
"1155","314019.cnv",0.0966,56
"1156","314019.cnv",0.0808,57
"1157","314019.cnv",0.0825,58
"1158","314019.cnv",0.0931,59
"1159","314019.cnv",0.0948,60
"1160","314019.cnv",0.0819,61
"1161","314019.cnv",0.0708,62
"1162","314019.cnv",0.062,63
"1163","314019.cnv",0.0713,64
"1164","314019.cnv",0.0535,65
"1165","314019.cnv",0.0406,66
"1166","314019.cnv",0.0421,67
"1167","314019.cnv",0.0459,68
"1168","314019.cnv",0.048,69
"1169","314019.cnv",0.0459,70
"1170","314019.cnv",0.0233,71
"1171","314019.cnv",0.0223,72
"1172","314019.cnv",0.0209,73
"1173","314019.cnv",0.0189,74
"1174","314019.cnv",0.0306,75
"1175","314019.cnv",0.0059,76
"1176","314019.cnv",0.0024,77
"1177","314019.cnv",0.0038,78
"1178","314019.cnv",0.0054,79
"1179","314019.cnv",-0.0012,80
"1180","314019.cnv",-0.0214,81
"1181","314019.cnv",-0.0275,82
"1182","314019.cnv",-0.037,83
"1183","314019.cnv",-0.0194,84
"1184","314019.cnv",-0.0186,85
"1185","314019.cnv",-0.0343,86
"1186","314019.cnv",-0.0396,87
"1187","314019.cnv",-0.04,88
"1188","314019.cnv",-0.0215,89
"1189","314019.cnv",-0.0491,90
"1190","314019.cnv",-0.0264,91
"1191","314019.cnv",-0.0397,92
"1192","314019.cnv",-0.0349,93
"1193","314019.cnv",-0.0589,94
"1194","314019.cnv",-0.0537,95
"1195","314019.cnv",-0.0523,96
"1196","314019.cnv",-0.0728,97
"1197","314019.cnv",-0.042,98
"1198","314019.cnv",-0.0303,99
"1199","314019.cnv",-0.0409,100
"1200","314019.cnv",-0.0391,101
"1201","314020.cnv",0.2097,2
"1202","314020.cnv",0.2291,3
"1203","314020.cnv",0.4001,4
"1204","314020.cnv",0.3773,5
"1205","314020.cnv",0.2951,6
"1206","314020.cnv",0.2788,7
"1207","314020.cnv",0.2952,8
"1208","314020.cnv",0.261,9
"1209","314020.cnv",0.3054,10
"1210","314020.cnv",0.371,11
"1211","314020.cnv",0.3446,12
"1212","314020.cnv",0.4365,13
"1213","314020.cnv",0.4571,14
"1214","314020.cnv",0.3926,15
"1215","314020.cnv",0.4286,16
"1216","314020.cnv",0.4584,17
"1217","314020.cnv",0.5465,18
"1218","314020.cnv",0.608,19
"1219","314020.cnv",0.7953,20
"1220","314020.cnv",1.2505,21
"1221","314020.cnv",1.8133,22
"1222","314020.cnv",1.9246,23
"1223","314020.cnv",1.784,24
"1224","314020.cnv",1.5854,25
"1225","314020.cnv",1.5611,26
"1226","314020.cnv",1.7526,27
"1227","314020.cnv",1.9131,28
"1228","314020.cnv",1.8488,29
"1229","314020.cnv",1.6334,30
"1230","314020.cnv",1.5306,31
"1231","314020.cnv",1.5054,32
"1232","314020.cnv",1.4211,33
"1233","314020.cnv",1.2823,34
"1234","314020.cnv",1.0607,35
"1235","314020.cnv",0.9657,36
"1236","314020.cnv",0.8032,37
"1237","314020.cnv",0.6255,38
"1238","314020.cnv",0.58,39
"1239","314020.cnv",0.559,40
"1240","314020.cnv",0.5425,41
"1241","314020.cnv",0.5286,42
"1242","314020.cnv",0.5029,43
"1243","314020.cnv",0.4587,44
"1244","314020.cnv",0.3978,45
"1245","314020.cnv",0.3628,46
"1246","314020.cnv",0.3348,47
"1247","314020.cnv",0.2598,48
"1248","314020.cnv",0.2095,49
"1249","314020.cnv",0.1728,50
"1250","314020.cnv",0.1408,51
"1251","314020.cnv",0.0985,52
"1252","314020.cnv",0.0905,53
"1253","314020.cnv",0.0807,54
"1254","314020.cnv",0.0822,55
"1255","314020.cnv",0.0752,56
"1256","314020.cnv",0.0468,57
"1257","314020.cnv",0.0526,58
"1258","314020.cnv",0.0388,59
"1259","314020.cnv",0.042,60
"1260","314020.cnv",0.0401,61
"1261","314020.cnv",0.0341,62
"1262","314020.cnv",0.0151,63
"1263","314020.cnv",0.0102,64
"1264","314020.cnv",0.0196,65
"1265","314020.cnv",0.0147,66
"1266","314020.cnv",0.0063,67
"1267","314020.cnv",0.0114,68
"1268","314020.cnv",-0.0014,69
"1269","314020.cnv",-0.0134,70
"1270","314020.cnv",-0.0152,71
"1271","314020.cnv",-0.0156,72
"1272","314020.cnv",-0.0218,73
"1273","314020.cnv",-0.0182,74
"1274","314020.cnv",-0.0323,75
"1275","314020.cnv",-0.0038,76
"1276","314020.cnv",-0.0282,77
"1277","314020.cnv",-0.0303,78
"1278","314020.cnv",-0.0449,79
"1279","314020.cnv",-0.0343,80
"1280","314020.cnv",-0.037,81
"1281","314020.cnv",-0.0272,82
"1282","314020.cnv",-0.0274,83
"1283","314020.cnv",-0.0333,84
"1284","314020.cnv",-0.0466,85
"1285","314020.cnv",-0.0443,86
"1286","314020.cnv",-0.0477,87
"1287","314020.cnv",-0.0336,88
"1288","314020.cnv",-0.0484,89
"1289","314020.cnv",-0.065,90
"1290","314020.cnv",-0.0751,91
"1291","314020.cnv",-0.0507,92
"1292","314020.cnv",-0.0513,93
"1293","314020.cnv",-0.043,94
"1294","314020.cnv",-0.0593,95
"1295","314020.cnv",-0.0396,96
"1296","314020.cnv",-0.0456,97
"1297","314020.cnv",-0.0579,98
"1298","314020.cnv",-0.0399,99
"1299","314020.cnv",-0.0524,100
"1300","314020.cnv",-0.0491,101
"1301","314021.cnv",0.1661,2
"1302","314021.cnv",0.154,3
"1303","314021.cnv",0.1192,4
"1304","314021.cnv",0.1747,5
"1305","314021.cnv",0.1787,6
"1306","314021.cnv",0.159,7
"1307","314021.cnv",0.2193,8
"1308","314021.cnv",0.1905,9
"1309","314021.cnv",0.1401,10
"1310","314021.cnv",0.1727,11
"1311","314021.cnv",0.1505,12
"1312","314021.cnv",0.223,13
"1313","314021.cnv",0.1988,14
"1314","314021.cnv",0.2425,15
"1315","314021.cnv",0.2023,16
"1316","314021.cnv",0.2427,17
"1317","314021.cnv",0.3266,18
"1318","314021.cnv",0.3602,19
"1319","314021.cnv",0.3075,20
"1320","314021.cnv",0.3923,21
"1321","314021.cnv",0.4616,22
"1322","314021.cnv",0.4018,23
"1323","314021.cnv",0.4251,24
"1324","314021.cnv",0.5063,25
"1325","314021.cnv",0.5955,26
"1326","314021.cnv",0.6869,27
"1327","314021.cnv",1.0343,28
"1328","314021.cnv",1.3183,29
"1329","314021.cnv",1.3985,30
"1330","314021.cnv",1.3648,31
"1331","314021.cnv",1.342,32
"1332","314021.cnv",1.1977,33
"1333","314021.cnv",1.1212,34
"1334","314021.cnv",1.13,35
"1335","314021.cnv",1.1055,36
"1336","314021.cnv",1.0586,37
"1337","314021.cnv",1.0084,38
"1338","314021.cnv",1.0517,39
"1339","314021.cnv",0.8068,40
"1340","314021.cnv",0.6902,41
"1341","314021.cnv",0.5968,42
"1342","314021.cnv",0.5249,43
"1343","314021.cnv",0.481,44
"1344","314021.cnv",0.461,45
"1345","314021.cnv",0.4669,46
"1346","314021.cnv",0.4237,47
"1347","314021.cnv",0.3068,48
"1348","314021.cnv",0.2537,49
"1349","314021.cnv",0.201,50
"1350","314021.cnv",0.2129,51
"1351","314021.cnv",0.1732,52
"1352","314021.cnv",0.1434,53
"1353","314021.cnv",0.133,54
"1354","314021.cnv",0.1412,55
"1355","314021.cnv",0.111,56
"1356","314021.cnv",0.0855,57
"1357","314021.cnv",0.0981,58
"1358","314021.cnv",0.0845,59
"1359","314021.cnv",0.072,60
"1360","314021.cnv",0.0623,61
"1361","314021.cnv",0.0581,62
"1362","314021.cnv",0.0581,63
"1363","314021.cnv",0.0467,64
"1364","314021.cnv",0.0296,65
"1365","314021.cnv",0.0295,66
"1366","314021.cnv",-7e-04,67
"1367","314021.cnv",-0.001,68
"1368","314021.cnv",-0.004,69
"1369","314021.cnv",-0.0064,70
"1370","314021.cnv",-0.0323,71
"1371","314021.cnv",-0.0304,72
"1372","314021.cnv",-0.0284,73
"1373","314021.cnv",-0.028,74
"1374","314021.cnv",-0.033,75
"1375","314021.cnv",-0.0452,76
"1376","314021.cnv",-0.0411,77
"1377","314021.cnv",-0.04,78
"1378","314021.cnv",-0.0275,79
"1379","314021.cnv",-0.04,80
"1380","314021.cnv",-0.0288,81
"1381","314021.cnv",-0.0494,82
"1382","314021.cnv",-0.0436,83
"1383","314021.cnv",-0.045,84
"1384","314021.cnv",-0.0289,85
"1385","314021.cnv",-0.0262,86
"1386","314021.cnv",-0.0148,87
"1387","314021.cnv",0.0026,88
"1388","314021.cnv",0.0026,89
"1389","314021.cnv",-0.0068,90
"1390","314021.cnv",-0.0246,91
"1391","314021.cnv",-0.0129,92
"1392","314021.cnv",-3e-04,93
"1393","314021.cnv",-0.0076,94
"1394","314021.cnv",-0.0187,95
"1395","314021.cnv",-0.0511,96
"1396","314021.cnv",-0.0403,97
"1397","314021.cnv",-0.0276,98
"1398","314021.cnv",-0.031,99
"1399","314021.cnv",-0.0501,100
"1400","314021.cnv",-0.0578,101
"1401","314022.cnv",0.4041,2
"1402","314022.cnv",0.3512,3
"1403","314022.cnv",0.4698,4
"1404","314022.cnv",0.6029,5
"1405","314022.cnv",0.6185,6
"1406","314022.cnv",0.5207,7
"1407","314022.cnv",0.5108,8
"1408","314022.cnv",0.5482,9
"1409","314022.cnv",0.622,10
"1410","314022.cnv",0.6633,11
"1411","314022.cnv",0.6582,12
"1412","314022.cnv",0.6567,13
"1413","314022.cnv",0.685,14
"1414","314022.cnv",0.8305,15
"1415","314022.cnv",0.9273,16
"1416","314022.cnv",1.0491,17
"1417","314022.cnv",1.0221,18
"1418","314022.cnv",1.2814,19
"1419","314022.cnv",1.4836,20
"1420","314022.cnv",1.7667,21
"1421","314022.cnv",2.2192,22
"1422","314022.cnv",2.2371,23
"1423","314022.cnv",2.2329,24
"1424","314022.cnv",2.2122,25
"1425","314022.cnv",2.1432,26
"1426","314022.cnv",1.9815,27
"1427","314022.cnv",1.896,28
"1428","314022.cnv",1.679,29
"1429","314022.cnv",1.4456,30
"1430","314022.cnv",1.3368,31
"1431","314022.cnv",1.2728,32
"1432","314022.cnv",1.2787,33
"1433","314022.cnv",1.3203,34
"1434","314022.cnv",1.2458,35
"1435","314022.cnv",1.1252,36
"1436","314022.cnv",1.0196,37
"1437","314022.cnv",0.9607,38
"1438","314022.cnv",0.9331,39
"1439","314022.cnv",0.9198,40
"1440","314022.cnv",0.9015,41
"1441","314022.cnv",0.8087,42
"1442","314022.cnv",0.7071,43
"1443","314022.cnv",0.6898,44
"1444","314022.cnv",0.6926,45
"1445","314022.cnv",0.608,46
"1446","314022.cnv",0.5174,47
"1447","314022.cnv",0.4935,48
"1448","314022.cnv",0.4629,49
"1449","314022.cnv",0.3614,50
"1450","314022.cnv",0.2872,51
"1451","314022.cnv",0.2755,52
"1452","314022.cnv",0.2574,53
"1453","314022.cnv",0.2442,54
"1454","314022.cnv",0.2265,55
"1455","314022.cnv",0.1584,56
"1456","314022.cnv",0.1214,57
"1457","314022.cnv",0.1226,58
"1458","314022.cnv",0.1151,59
"1459","314022.cnv",0.1,60
"1460","314022.cnv",0.1188,61
"1461","314022.cnv",0.0898,62
"1462","314022.cnv",0.0873,63
"1463","314022.cnv",0.0745,64
"1464","314022.cnv",0.0675,65
"1465","314022.cnv",0.0556,66
"1466","314022.cnv",0.0583,67
"1467","314022.cnv",0.0426,68
"1468","314022.cnv",0.032,69
"1469","314022.cnv",0.0351,70
"1470","314022.cnv",0.0224,71
"1471","314022.cnv",0.0231,72
"1472","314022.cnv",0.0203,73
"1473","314022.cnv",0.0385,74
"1474","314022.cnv",0.0336,75
"1475","314022.cnv",0.0631,76
"1476","314022.cnv",0.0802,77
"1477","314022.cnv",0.0825,78
"1478","314022.cnv",0.1028,79
"1479","314022.cnv",0.0612,80
"1480","314022.cnv",0.0484,81
"1481","314022.cnv",0.0525,82
"1482","314022.cnv",0.1083,83
"1483","314022.cnv",0.0558,84
"1484","314022.cnv",0.0428,85
"1485","314022.cnv",0.0311,86
"1486","314022.cnv",0.0172,87
"1487","314022.cnv",0.0089,88
"1488","314022.cnv",0.0018,89
"1489","314022.cnv",-0.0149,90
"1490","314022.cnv",-0.0441,91
"1491","314022.cnv",-0.0395,92
"1492","314022.cnv",-0.0519,93
"1493","314022.cnv",-0.0353,94
"1494","314022.cnv",-0.06,95
"1495","314022.cnv",-0.0531,96
"1496","314022.cnv",-0.03,97
"1497","314022.cnv",-0.0703,98
"1498","314022.cnv",-0.0598,99
"1499","314022.cnv",-0.0436,100
"1500","314022.cnv",-0.0545,101
"1501","314023.cnv",0.3948,2
"1502","314023.cnv",0.4025,3
"1503","314023.cnv",0.3782,4
"1504","314023.cnv",0.4208,5
"1505","314023.cnv",0.3672,6
"1506","314023.cnv",0.4042,7
"1507","314023.cnv",0.4361,8
"1508","314023.cnv",0.4329,9
"1509","314023.cnv",0.4838,10
"1510","314023.cnv",0.5895,11
"1511","314023.cnv",0.8224,12
"1512","314023.cnv",0.7321,13
"1513","314023.cnv",0.6996,14
"1514","314023.cnv",0.7887,15
"1515","314023.cnv",0.7484,16
"1516","314023.cnv",0.8243,17
"1517","314023.cnv",0.8358,18
"1518","314023.cnv",1.1653,19
"1519","314023.cnv",1.4546,20
"1520","314023.cnv",1.7605,21
"1521","314023.cnv",1.857,22
"1522","314023.cnv",1.9389,23
"1523","314023.cnv",2.0517,24
"1524","314023.cnv",2.0532,25
"1525","314023.cnv",1.9,26
"1526","314023.cnv",1.6061,27
"1527","314023.cnv",1.4316,28
"1528","314023.cnv",1.3176,29
"1529","314023.cnv",1.2832,30
"1530","314023.cnv",1.1973,31
"1531","314023.cnv",1.076,32
"1532","314023.cnv",1.0607,33
"1533","314023.cnv",1.0593,34
"1534","314023.cnv",1.0201,35
"1535","314023.cnv",0.9928,36
"1536","314023.cnv",0.9761,37
"1537","314023.cnv",0.9337,38
"1538","314023.cnv",0.8341,39
"1539","314023.cnv",0.7669,40
"1540","314023.cnv",0.7009,41
"1541","314023.cnv",0.6054,42
"1542","314023.cnv",0.5301,43
"1543","314023.cnv",0.456,44
"1544","314023.cnv",0.3861,45
"1545","314023.cnv",0.295,46
"1546","314023.cnv",0.2203,47
"1547","314023.cnv",0.2223,48
"1548","314023.cnv",0.1323,49
"1549","314023.cnv",0.1385,50
"1550","314023.cnv",0.1209,51
"1551","314023.cnv",0.1121,52
"1552","314023.cnv",0.1095,53
"1553","314023.cnv",0.1052,54
"1554","314023.cnv",0.0831,55
"1555","314023.cnv",0.0498,56
"1556","314023.cnv",0.0632,57
"1557","314023.cnv",0.0676,58
"1558","314023.cnv",0.035,59
"1559","314023.cnv",0.0505,60
"1560","314023.cnv",0.0661,61
"1561","314023.cnv",0.032,62
"1562","314023.cnv",0.0023,63
"1563","314023.cnv",-0.0053,64
"1564","314023.cnv",0.0042,65
"1565","314023.cnv",0.0156,66
"1566","314023.cnv",0.0086,67
"1567","314023.cnv",0.0023,68
"1568","314023.cnv",-0.0139,69
"1569","314023.cnv",0.0114,70
"1570","314023.cnv",0.0103,71
"1571","314023.cnv",0.0026,72
"1572","314023.cnv",0.0172,73
"1573","314023.cnv",0.0235,74
"1574","314023.cnv",0.001,75
"1575","314023.cnv",0.0347,76
"1576","314023.cnv",0.0415,77
"1577","314023.cnv",0.046,78
"1578","314023.cnv",0.0459,79
"1579","314023.cnv",0.0584,80
"1580","314023.cnv",0.0349,81
"1581","314023.cnv",0.0449,82
"1582","314023.cnv",0.0056,83
"1583","314023.cnv",0.023,84
"1584","314023.cnv",0.0147,85
"1585","314023.cnv",0.0174,86
"1586","314023.cnv",0.0207,87
"1587","314023.cnv",0.0039,88
"1588","314023.cnv",-0.0032,89
"1589","314023.cnv",-0.0163,90
"1590","314023.cnv",-0.0147,91
"1591","314023.cnv",-0.0097,92
"1592","314023.cnv",-0.0182,93
"1593","314023.cnv",-0.0527,94
"1594","314023.cnv",-0.0489,95
"1595","314023.cnv",-0.0395,96
"1596","314023.cnv",-0.0464,97
"1597","314023.cnv",-0.0519,98
