"","Var2","value","depth"
"3200","m4",1.32276,21.9
"3201","m4",1.41474,27.4
"3202","m4",1.58921,32.7
"3203","m4",1.3578,37.7
"3204","m4",0.66065,43
"3205","m4",0.3942,47.7
"3206","m4",0.25915,52.2
"3207","m4",0.20221,57.2
"3208","m4",0.23506,62.6
"3209","m4",0.20586,67.8
"3210","m4",0.17885,72.3
"3211","m4",0.14746,77.3
"3212","m4",0.11096,82.7
"3213","m4",0.09052,87.3
"3214","m4",0.06497,92.6
"3215","m4",0.04161,97.8
"3216","m4",0.03358,102.4
"3217","m5",0.49275,0.1
"3218","m5",0.8249,1.9
"3219","m5",1.4819,3
"3220","m5",1.1826,4.2
"3221","m5",1.2994,5.3
"3222","m5",1.1826,6.5
"3223","m5",1.2483,7.8
"3224","m5",1.3213,9
"3225","m5",1.387,12.1
"3226","m5",1.30524,17.3
"3227","m5",1.2629,22.5
"3228","m5",1.58994,27.5
"3229","m5",1.4016,32.5
"3230","m5",0.65846,37.1
"3231","m5",0.35551,42
"3232","m5",0.26061,47
"3233","m5",0.25915,52
"3234","m5",0.3869,57.1
"3235","m5",0.33945,62.5
"3236","m5",0.21681,67.9
"3237","m5",0.1679,72.8
"3238","m5",0.1606,77.7
"3239","m5",0.12629,82.8
"3240","m5",0.09125,87.8
"3241","m5",0.05329,92.7
"3242","m5",0.04526,97.6
"3243","m5",0.0292,102.4
"3244","m6",0.9271,0.2
"3245","m6",0.5913,1.2
"3246","m6",0.5694,2.1
"3247","m6",0.6059,3.1
"3248","m6",0.6132,4.2
"3249","m6",0.6205,5.2
"3250","m6",0.6716,6.2
"3251","m6",0.5621,7.2
"3252","m6",0.6059,8.2
"3253","m6",0.7227,9.1
"3254","m6",0.7738,12.3
"3255","m6",1.30451,17.3
"3256","m6",1.5184,22
"3257","m6",1.24246,27
"3258","m6",0.47085,32
"3259","m6",0.3066,37.2
"3260","m6",0.28105,42.5
"3261","m6",0.2117,47.7
"3262","m6",0.20221,52.4
"3263","m6",0.1533,57.1
"3264","m6",0.12556,62.5
"3265","m6",0.1314,67.9
"3266","m6",0.11169,72.4
"3267","m6",0.09271,77
"3268","m6",0.1168,82
"3269","m6",0.09782,87.6
"3270","m6",0.09125,92.9
"3271","m6",0.07665,97.5
"3272","m6",0.06424,102.5
"3273","m7",0.2847,0.6
"3274","m7",0.2409,1.8
"3275","m7",0.2701,2.6
"3276","m7",0.3066,3.3
"3277","m7",0.3431,4.2
"3278","m7",0.5694,5.5
"3279","m7",0.6716,6.9
"3280","m7",0.6643,7.8
"3281","m7",0.6351,8.8
"3282","m7",0.657,9.8
"3283","m7",1.10814,12.8
"3284","m7",1.6863,17.6
"3285","m7",2.02502,22.4
"3286","m7",1.66951,27.7
"3287","m7",1.45416,32.5
"3288","m7",1.14756,37.4
"3289","m7",0.67306,42.7
"3290","m7",0.30368,47.6
"3291","m7",0.16206,52.5
"3292","m7",0.16936,57.5
"3293","m7",0.20732,62.5
"3294","m7",0.1971,67.2
"3295","m7",0.1679,72.3
"3296","m7",0.08541,77.7
"3297","m7",0.06716,82.8
"3298","m7",0.06132,87.6
"3299","m7",0.0438,92.5
"3300","m7",0.03796,97.6
"3301","m7",0.03066,102.3
"3302","m8",0.7008,0.4
"3303","m8",0.7081,1.4
"3304","m8",0.6789,2.4
"3305","m8",0.70445,3.5
"3306","m8",0.73,4.5
"3307","m8",0.7008,5.5
"3308","m8",0.7227,6.6
"3309","m8",0.7008,7.3
"3310","m8",0.68985,8.5
"3311","m8",0.6643,9.6
"3312","m8",0.72562,12.7
"3313","m8",0.7446,17.7
"3314","m8",0.74022,22.6
"3315","m8",0.72635,27.4
"3316","m8",0.86724,32.1
"3317","m8",0.59349,37.5
"3318","m8",0.39128,42.9
"3319","m8",0.5256,48
"3320","m8",0.46866,52.6
"3321","m8",0.60298,57.4
"3322","m8",0.54385,62.3
"3323","m8",0.3869,67.2
"3324","m8",0.3577,72.8
"3325","m8",0.33726,77.5
"3326","m8",0.23944,82.2
"3327","m8",0.1387,87.6
"3328","m8",0.1168,92.7
"3329","m8",0.11096,97.3
"3330","m8",0.0657,102.2
"3331","m9",0.4015,1.5
"3332","m9",0.7592,2.4
"3333","m9",0.4307,3.4
"3334","m9",0.4161,4.4
"3335","m9",0.4161,5.3
"3336","m9",0.4307,6.3
"3337","m9",0.4088,7.2
"3338","m9",0.4234,8.2
"3339","m9",0.4234,9.2
"3340","m9",0.46501,12.4
"3341","m9",0.77672,17.2
"3342","m9",0.96944,22.1
"3343","m9",0.97382,27.6
"3344","m9",1.5184,32.7
"3345","m9",1.24611,37.2
"3346","m9",1.03222,42.4
"3347","m9",0.82271,47.5
"3348","m9",0.44311,52.2
"3349","m9",0.29346,57.6
"3350","m9",0.24236,63
"3351","m9",0.20075,67.7
"3352","m9",0.146,72.4
"3353","m9",0.12848,77.5
"3354","m9",0.09271,82.7
"3355","m9",0.07446,87.4
"3356","m9",0.07081,92.2
"3357","m9",0.05256,97.7
"3358","m9",0.04891,102.6
