"","sst","pden","chl","c"
"908",0.75902939782245,2.73587175731064,-0.068315308922426,-0.068315308922426
"909",0.74497330134552,2.99624580218017,-0.0661618833893002,-0.0661618833893002
"910",0.730712270079607,3.25670257365628,-0.0639821381237703,-0.0639821381237703
"911",0.716250118581894,3.51718563376732,-0.0617765099507037,-0.0617765099507037
"912",0.701590691883862,3.77763810370578,-0.0595454549828102,-0.0595454549828102
"913",0.686737878013334,4.03800245020175,-0.0572894481929293,-0.0572894481929293
"914",0.671695611709735,4.29822032677707,-0.0550089832719609,-0.0550089832719609
"915",0.656467873146631,4.55823252049635,-0.0527045723872459,-0.0527045723872459
"916",0.641058689746318,4.81797887258172,-0.0503767467547369,-0.0503767467547369
"917",0.625472136505872,5.0773982289868,-0.0480260580564469,-0.0480260580564469
"918",0.609712336900816,5.33642854792862,-0.0456530788298293,-0.0456530788298293
